id,first_name,last_name,participant_id,course,course_id,register_date,participation_rate,course_completion_rate,task_completion_rate,feedback_rate
153,Zulema,Coard,f3f21b63-20d9-4a89-bf6d-4c34ecaaeea0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/03/2019,6.07,91.45,12.13,61.94
154,Martguerita,Pattrick,e732e185-4824-40b8-94d4-6666dcbeb575,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/11/2020,70.77,97.86,38.54,91.39
155,Kanya,Cory,b92e014b-e120-4e9a-bdc3-cc027d1ff5f8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/05/2021,23.77,43.98,65.68,93.84
156,Warden,Bayston,179431c2-5cef-4b08-8238-d99b21a798fc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/02/2019,24.16,36.21,,
157,Marcus,Edis,caeb956e-ac03-42a3-8b43-0070205e9cd4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/11/2021,10.51,1.2,59.67,62.99
158,Lanna,Matkovic,d1dee387-c6f4-42e2-8f6f-de926326c74e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/07/2021,38.03,1.62,42.47,93.76
159,Odell,Skaife,dfd97d25-89f1-4f2c-a4c9-18cd80407bf9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/05/2020,63.31,17.26,94.91,87.43
160,Dosi,McElrath,f66195af-5c5a-496c-bfd3-8c2196848bf2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/10/2021,10.24,20.14,56.93,36.29
161,Harwilll,Skerman,e09061fd-69a7-4684-bf1a-bbd91fb62f9b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/03/2019,48.56,60.47,53.88,14.81
162,Cecily,Angless,5828bfaa-0e07-4679-ba81-b9975dc40650,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/10/2021,35.04,59.07,,
163,Glen,Cattenach,2021ee62-0106-4198-aac8-ee8b94265282,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/05/2021,29.7,69.68,,
164,Park,Wellan,6620653a-beb1-4d41-b582-b860988907e2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/10/2020,67.43,97.02,83.39,93.15
165,Pepita,Kerkham,22cb366f-2e6c-4ab4-a166-e32c709c4634,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/06/2019,95.57,71.69,47.64,34.11
166,Nolan,Ladd,c9a5fabb-126a-4fca-a81b-0f4cdcbc4c05,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/08/2020,43.31,47.42,,
167,Murdock,Horrigan,46cfcec3-4c48-43dd-83b3-26d36d4c119a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2020,74.75,72.25,76.43,77.34
168,Melesa,Angeau,bfa503ac-41d2-430d-bb1b-f27c81d51d42,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/09/2021,24.22,26.22,87.41,73.76
169,Judie,Klimkiewich,de259a25-1112-40c1-8ec9-73c1ecc45efd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/09/2021,48.28,78.43,8.68,65.41
170,Joete,Niccols,65f86fe1-4139-4011-b3ce-c5c2fab2e827,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/03/2021,73.84,15.75,,
171,Ulrike,McOnie,79b3cbab-4241-4958-90c0-9134366fe471,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/09/2019,77.13,38.57,70.06,81.58
172,Kathleen,Shinefield,4ccf632b-f34b-4028-9c7d-a6a36be9269a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/01/2021,75.66,89.78,26.67,30.04
173,Kira,Lishman,e8e4cac6-f179-4c57-9e97-2f67120d422f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/03/2019,75.63,35.67,51.83,89.13
174,Bliss,Quilter,56cda989-7489-4f06-9f26-fb86748edd22,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/06/2021,19.86,78.68,35.87,27.95
175,Stace,Finlaison,0f84a54f-5252-4487-b6a0-48022a5a3355,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/10/2021,96.14,62.06,26.37,14.93
176,Dieter,Gawthrop,cc0205e5-2709-4447-a885-40408b37d57c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/02/2021,54.28,81.59,73.57,84.09
177,Prince,Allott,881dd180-ed2b-4856-a3cc-e6cc1b99f864,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/06/2021,26.42,64.14,76.06,42.44
178,Juliette,Bassom,ef07db5a-4765-4c40-942e-b5f882d8388d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/11/2020,47.5,52.17,,
179,Marcus,Hebson,7e019c52-bff7-4e43-96cb-2d9facdb5e14,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/11/2020,88.95,23.31,64.06,84.99
180,Raquela,Piotrowski,f8aa5228-7243-4857-aa71-6393e384c636,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/07/2020,34.17,90.96,8.4,2.87
181,Ron,Jerrim,1ee572cb-ddfd-4981-8546-3de116882fb2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/11/2020,7.0,82.7,90.8,83.04
182,Roi,Ricciardo,67f7a878-7c3f-4fed-9f81-b7d187fc7d65,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/03/2020,35.29,72.9,12.31,42.52
183,Arlina,Lake,178dab87-1fab-49ea-bed8-670b725be554,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2021,32.07,7.34,90.69,92.81
184,Madelle,Lofty,7617454c-bc35-4fb7-9b18-de317a50f2df,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/09/2020,17.0,35.02,51.9,14.62
185,Angelo,Biggerdike,ab188bca-a00a-423c-b0ef-07c2264e2a2b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2020,99.99,86.29,18.12,2.47
186,Mira,Reuven,10a4351e-430e-4ace-8b85-0f0fa9d6c714,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/11/2020,63.96,57.08,8.16,2.67
187,Willi,Weiner,55d8e653-4f83-47b8-9fac-a0f63501cb7b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/03/2021,88.86,18.61,44.48,92.53
188,Hogan,Osinin,dd5bd267-6aa3-4fdf-9356-eba0a0124d55,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/02/2020,85.13,95.43,45.41,10.38
189,Tabb,Moncreif,463b9d6d-5621-49b7-9d53-103246d6f9f6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/08/2020,47.88,7.6,23.25,50.82
190,Janel,Muro,c0b5128e-e882-4ae1-a82d-1ad310d5bd02,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/05/2021,76.05,93.25,50.82,38.08
191,Cash,Fairholme,5b1376f0-e41f-4633-8841-a0e72abd1133,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/08/2020,69.45,20.59,76.71,48.28
192,Gualterio,Laise,241d503f-7075-4ee4-9c13-45529c6062f5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/04/2019,37.06,32.59,48.2,62.08
193,Tan,Kitteman,427fb3bf-049b-4403-a86b-e71370b1e1a8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/11/2020,86.95,43.72,80.57,11.6
194,Mal,Leverich,db068be4-5be8-4b08-955e-e16123f8dfa8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/02/2020,56.11,11.68,54.3,30.39
195,Hedda,Thickpenny,898bf5b6-4731-4771-b221-a8a04153ffd0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/06/2019,11.04,70.46,,
196,Atlanta,Tweedie,e5552259-f3de-4536-b897-2ed9362eaafc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/11/2019,31.86,56.57,99.25,6.46
197,Concettina,Mazey,f998a460-90c7-457e-b20c-a387e5effc80,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/06/2019,36.88,74.14,2.5,40.8
198,Ario,Rosewarne,61d23d51-3648-49d3-b743-791999f98152,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/06/2019,40.59,77.91,25.55,45.91
199,Clarence,Mityashin,46d52c6d-f0e2-4741-8c1f-8a0f7d34c2d8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/04/2020,81.48,69.24,77.96,50.89
200,Orsa,Caw,a1ee95a8-c185-43e4-a146-793072039f9c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/11/2019,39.17,3.9,19.59,45.62
201,Frayda,Haggis,44d83a24-d56c-4ac1-9551-9ede449a42c6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/03/2019,76.29,87.83,,
202,Sheelagh,Maddicks,31a1e63a-d308-445f-8500-df66bc1cb51c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/03/2020,50.49,34.59,51.94,3.71
203,Parsifal,Stanger,5e70323a-767d-4b30-8080-4f7fe38db150,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/04/2019,74.42,47.51,9.97,49.87
204,Marrissa,Sellman,e683d4c5-efe7-4a5f-8377-a7aa15da42e1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/03/2020,74.98,69.92,46.61,17.39
205,Clerkclaude,Whiston,6911e6e2-cd52-4c25-8649-8d593f7f0190,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/07/2019,12.7,23.31,36.88,28.06
206,Aldridge,Prangley,eb5e5413-5311-4358-bc9b-591390e2604c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/05/2020,18.08,88.9,73.15,58.0
207,Daryn,Hoyer,25ee70eb-52d8-4621-b8e7-17b19d889fff,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/04/2020,12.78,25.75,51.49,98.42
208,Victoria,Shrimptone,b4f64113-b2e2-4ff7-927f-d0eead031078,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/04/2019,41.82,31.95,,
209,Alexine,Dutnall,ae792c9d-8bcf-4508-8961-a434a6d8ee2e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/12/2019,61.3,71.46,81.07,51.95
210,Jsandye,Balf,10028388-0849-40f2-a694-e8bee5852a30,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/01/2021,18.99,79.44,97.83,72.04
211,Selig,Hawkeridge,376c65b2-c6ef-40c2-bdfd-ce5b1cc9c815,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/12/2021,95.08,90.72,66.07,11.11
212,Misty,Westcott,c12be395-bd08-40c9-932f-c433b578a979,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/11/2019,75.92,36.78,51.21,44.63
213,Abigail,Gergolet,6d2050b8-9f7e-49f7-9cb8-6492929dc575,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/11/2021,96.53,64.3,44.43,76.72
214,Yehudi,Perceval,077cfc22-b931-48e0-b07a-158719f359b0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/02/2020,57.61,57.87,41.5,54.31
215,Alison,Ros,467944e0-5d21-4c99-b63c-c02386a91be0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/07/2020,25.15,54.66,24.88,39.07
216,Gus,Leckey,3fb9a536-c26e-409b-9f8c-331c046d51d0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/06/2020,34.1,31.38,52.53,71.54
217,Sancho,Swedeland,4340ed16-a53d-489e-b8a3-a43dc5d18fdd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/05/2019,44.75,81.89,22.73,84.28
218,Lynnett,Humburton,0d84d084-1358-453c-85d3-a17fc5248751,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/01/2021,93.3,90.52,94.84,32.59
219,Arel,Fellgett,ebb94cff-6b70-4233-baef-61fb3d0e19af,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/11/2021,59.6,52.39,49.78,53.18
220,Arda,Spykings,19fea643-b36f-4524-8ed0-b5484ae9e5d8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/05/2020,24.58,28.99,,
221,Udale,Mackriell,3d54f3db-d662-48f3-9272-80a666cf465c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/05/2019,18.45,44.0,5.54,25.24
222,Dionysus,Keggins,4b8386c3-c005-44ed-b239-f0304e7f8f01,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/10/2021,43.2,77.25,71.78,11.54
223,Nikolia,Aggis,28fcdee1-cd5c-40f4-b54d-3e601de085a5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/11/2021,61.35,32.53,,
224,Verge,Spondley,ce141f14-a7f5-4927-90dd-20319b2f0197,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/05/2019,8.07,27.28,57.81,28.77
225,Eugenia,Trynor,9eee0514-12fc-4159-970b-4701e12ed633,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/04/2021,94.98,55.96,12.63,86.85
226,Pattie,Pratton,c96336bc-2abf-4ba6-ac9f-f7080f93fba9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/02/2019,95.03,,,
227,Jeri,Dallison,7b9790b9-88ff-44b1-a81d-7c2180342d21,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/06/2019,63.87,73.26,,
228,Tam,Standing,475f16fc-a350-4002-aaec-30542ea58b52,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/07/2019,22.24,65.02,34.86,75.62
229,Denys,Waddup,18e06123-0217-400e-a56d-c714881e10dd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/11/2019,67.05,70.42,43.87,63.38
230,Augusto,Pridie,7916aa41-beaa-4a1b-a18b-9a298a85e6f5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2019,95.25,20.12,75.77,75.41
231,Dyan,Tolfrey,95f1796f-c84a-43cd-90f4-dbdf879b5a92,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/09/2020,48.17,3.04,74.71,54.75
232,Florette,Challice,de3381ae-2875-4a4e-b25f-ea34d2cb5da5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/12/2021,38.99,84.67,87.72,73.33
233,Norry,Pomery,ee27f7a7-c938-402e-b908-20645eae6c32,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/08/2019,77.93,40.89,50.36,69.29
234,Mercy,Elesander,64e06cb7-7111-4cfc-97bf-d146e0a5c369,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/02/2021,68.06,88.99,20.72,26.09
235,Staffard,Theuss,a9840b7d-feb5-4be9-922e-4cd05c05b05e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/07/2019,89.19,34.09,82.57,6.93
236,Innis,Torns,aa2d2f42-3a7c-4d03-a4d7-e96d6ebba649,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/01/2020,42.98,29.19,33.34,49.88
237,Neale,Ockleshaw,c2d9f6e0-072e-4e54-adab-17c574c0511a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/04/2019,63.95,39.77,38.41,66.13
238,Ellary,Hully,b99cf6be-259e-4a4c-bdf0-4af701711446,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/10/2019,84.86,2.91,,
239,Joyan,Beek,5ee9e0a7-da34-43ca-9786-d6195f8549bb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/01/2020,72.59,22.71,84.12,2.88
240,Ella,Hayers,563d60c1-8221-4bd6-853a-0c0d2d366f0f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/01/2020,82.35,98.67,34.9,28.16
241,Carol,Brimman,480318a8-c81f-429b-bc5d-8936786e06b9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/11/2021,69.98,56.59,56.88,43.47
242,Sissy,Lucius,04fe2ba3-facc-4877-be20-c76a88ae5eea,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/04/2021,97.05,80.15,49.79,86.54
243,Arni,Brind,aa4f6564-132c-47a7-905d-ab78cb9e79b5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/11/2020,22.13,64.81,,
244,Luis,Mynett,5aad76fc-cb64-4f98-8dd6-d16669f9aa89,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/08/2021,58.29,31.87,55.15,95.58
245,Dame,Zambonini,e1c77941-8917-462b-a9ac-d9d9e74a6ad6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/10/2021,28.2,81.43,51.96,13.28
246,Amalie,Derges,c337358c-689f-4fbf-b8ec-85b458f7c3c1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/07/2020,9.4,74.02,,
247,Louisa,Banner,535a9774-5b4e-4fed-ba03-fc2aa591c760,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/11/2021,73.93,34.55,58.5,9.07
248,Linell,Purcer,fa1cfc38-5ef1-4292-a3c0-4354703fc43c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/05/2021,18.28,10.22,12.65,30.02
249,Meggy,Catlow,345b1b95-f5ef-4643-bdf4-4ea5f48e7a0b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/06/2019,1.17,76.34,38.75,76.03
250,Shannon,McCory,90a5343c-2faa-4d13-97d5-b723f75cabef,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/04/2021,20.03,96.68,61.55,77.59
251,Ignace,Eskell,5a896038-9bfd-4b72-afe5-a8e58ebd8c4e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/07/2020,48.51,25.48,12.1,78.79
252,Fan,Jindacek,31b87856-6ab3-4553-ae96-30f51f1aa8e6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/08/2019,43.05,54.45,10.45,38.42
253,Brittney,Priver,334cf4a0-03fb-471e-8183-f9610227897d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/12/2019,29.63,56.93,5.12,89.04
254,Karoly,Hart,53b28012-57a0-4ca6-8540-a17093e0f95a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/12/2021,14.76,95.01,42.51,59.21
255,Kizzee,William,fad7d24d-73fe-429e-8d07-96d57ef298a5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/07/2021,67.42,68.85,,
256,Hussein,Storr,fbebb722-9237-45b2-ac2a-d379edde8275,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/10/2021,97.51,87.41,,
257,Bartlet,Dosdell,b69ff889-ca47-4300-af1d-d11d83d38d04,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/02/2021,17.35,92.57,85.9,19.01
258,Ralf,Leadley,cb2cf16b-b43a-461f-aec8-3e8bf603f19d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/02/2020,45.44,14.45,73.47,13.64
259,Ado,Bengall,240f60f2-cd7d-4703-9609-fa6e5ce2d12d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/12/2020,78.6,40.32,29.12,98.0
260,Lanae,Mulvany,8ed750ec-4229-4c1a-82ee-66545fbe3b35,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/09/2019,47.15,79.03,32.41,86.14
261,Lowell,Hawthorn,cb636bb3-2a29-47a6-81fe-e9bb00d2f9c0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/08/2020,42.34,85.13,38.67,75.69
262,Giuseppe,Lanfear,3414d67d-1d56-4fb4-b426-bccdbc758954,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/05/2021,7.47,51.79,39.75,52.13
263,Dody,Latty,3a03a0f0-368f-43a7-80e7-89bec6393efc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/09/2019,67.56,68.38,69.35,28.98
264,Domenic,Naire,a54e9bdc-4583-446e-9e0d-27eec9369654,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/03/2021,33.52,63.55,,
265,Clarey,Wiffield,789a3ed2-7b0f-49b3-9d0c-ed0d3385946e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/08/2019,29.03,50.17,82.35,88.8
266,Rubetta,Edden,d873d746-1349-43ff-b3dc-92d81a260344,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/12/2019,22.76,88.79,89.99,78.2
267,Chico,Karim,28762e7c-4e69-48ab-b700-cf05dfe3e9cd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/06/2020,76.77,23.56,11.2,43.04
268,Tabbie,Caulton,9b6d8a44-42e6-4a3f-94b1-e3f58259c8bc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/06/2021,3.54,17.91,65.41,73.47
269,Velma,Yo,c85fb5c4-0623-4610-a23d-d3a22cd55713,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/12/2019,99.64,3.07,49.35,56.39
270,Kendall,Stanluck,cc1e3cd5-c39d-44c8-9ae6-ccc439590b7d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/04/2021,52.85,29.1,51.75,12.81
271,Marlene,Josey,56aef30b-bb11-4ccf-8715-b2569edc4c88,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/04/2021,27.02,95.83,78.71,48.66
272,Brendin,Bartens,c1ef038b-37a9-4030-a95c-85e7ee874e24,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2021,1.73,70.59,46.84,40.4
273,Normie,Keeltagh,5e63180b-0b8c-4b76-9b55-26ca12bd188e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/07/2020,19.68,30.48,22.1,33.71
274,Ginger,Reddecliffe,99d592d4-8183-41b2-b3eb-0166b4e0f2cc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/10/2020,72.39,79.01,21.77,45.7
275,Nessi,Swindells,fecf737b-33ea-49c2-afd0-2e4b1060a491,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/07/2021,40.48,76.67,,
276,Melony,Cuthbertson,fc6bb55d-8140-4ee2-a61d-c58d13e64db0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/04/2021,12.05,36.06,83.21,6.06
277,Cahra,Buckham,e4f72119-166e-43b9-a5bc-d543815545b2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/08/2021,17.67,79.35,,
278,Elayne,Mallalieu,6b4c8175-a2da-4919-9873-f266a86acf89,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/03/2020,31.2,49.83,,
279,Bernette,Adnam,4cb75cfd-b93f-4376-b67b-8e2f7ea46f29,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/09/2021,93.54,57.02,51.53,46.34
280,Natalee,Haythornthwaite,f81e47b0-5ae5-4159-b674-aedcb62c5b38,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/04/2020,29.53,55.55,27.43,58.56
281,Demetra,Normadell,71c19a48-7a3f-4d25-94ef-d0717a42d945,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/01/2021,75.94,46.26,99.57,1.11
282,Annamarie,Repp,742c1a3b-754c-4e3a-9350-5918a3507922,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/05/2020,62.01,77.37,,
283,Renault,Armin,5cf61d02-dbfa-4a0e-8f6d-cb830cfdf453,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/01/2020,65.57,53.43,25.35,79.42
284,Jori,Spinke,2c285593-b633-46e8-8371-389d4a76ccb4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/01/2021,44.64,94.65,93.01,74.46
285,Ive,Rackam,26b1200a-c1dd-40dc-b178-7b3ee16e21e1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/12/2020,62.42,86.44,35.66,34.91
286,Felicle,Desantis,7e56cd34-2c86-48f9-8b0f-bd103de99439,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/01/2021,23.75,99.32,19.62,8.36
287,Neils,Crayk,e81ae6d7-7d98-4f93-8118-9712518d70f4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/06/2021,11.14,85.44,87.02,81.05
288,Mariquilla,Jessup,a90384a8-7823-4016-af06-ad9d416215ff,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/11/2019,20.15,67.2,60.89,81.0
289,Jaquelyn,Fullwood,027b336a-adea-4701-9aeb-92e587fabc3b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/01/2020,55.5,32.06,12.08,41.96
290,Scarlett,Conniam,9b77e74f-b8f0-4005-9a28-3edafffd65fb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2019,17.73,47.36,18.32,12.1
291,Ange,Kleiner,c232696d-9a2c-4388-9166-a5446f0fca02,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/08/2019,1.88,88.59,6.49,52.08
292,Kit,Mowett,5d2037d0-f0a8-4b2b-97d2-d6b9dd237492,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/07/2020,55.53,11.37,85.68,56.99
293,Zaria,Ilyinykh,18fdc7fa-6261-47bc-95b9-fe397d0e9bd7,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/06/2020,92.44,75.98,42.01,35.37
294,Porty,Womack,72e72ee1-a26b-4122-975b-fcaf308e6444,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/02/2021,43.27,39.55,60.09,58.87
295,Merrile,Etherington,2d2bb8ea-07ae-4ea0-a07e-365637535ee9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/07/2020,30.02,66.24,,
296,Emylee,Hassekl,8a158876-14e1-4d51-9965-937389cd8b99,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/02/2021,10.11,28.16,7.4,12.97
297,Denis,Dundendale,83297848-ae7c-4b3c-9d40-f31ca79f8a3a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/08/2019,53.52,87.4,47.41,20.88
298,Rachele,Harg,3bde4290-7ebb-49fd-a4bc-0c024484671c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/03/2020,65.06,82.28,25.96,68.25
299,Brandice,Bonifacio,65dd47d5-498d-4c80-8074-d78e30f34fd2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/08/2020,14.25,,,
300,Alleen,Murricanes,94bf9d8f-3b7d-4a9c-8814-1c8cbf62a809,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/05/2020,56.12,13.99,65.5,77.86
301,Ashia,Klehyn,4b036c76-07f6-4d92-bde8-547b28eb2061,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/01/2021,68.82,11.73,8.79,91.46
302,Conan,Garrique,7f3fa11c-8377-42d0-9e50-2c388b1d84b8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/12/2020,51.76,49.57,75.98,86.77
303,Linette,Carp,b96830d9-56c5-4837-aa08-fffaa7e220fd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/03/2020,60.99,,,
304,Mina,Haibel,029fd687-43bb-4558-9113-23638d891a73,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/09/2019,18.23,91.64,76.18,77.16
305,Katalin,Howel,1515e4fe-9fd5-4f43-b3af-99698d5c2ec9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/02/2021,5.53,53.12,,
